SKU_ID,电商商品,电商类目,品牌,规格名称,单位,成本价,销售价,净重kg_待填,毛重kg_待填,包装长cm_待填,包装宽cm_待填,包装高cm_待填,价格缺口
1950744003070664706,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-175,个,23.52,41.16,,,,,,
1950744003070664707,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-200,个,24.96,43.68,,,,,,
1950744003070664708,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-225,个,25.92,45.36,,,,,,
1950744003066470402,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-25,个,17.28,30.24,,,,,,
1950744003070664709,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-250,个,26.88,47.04,,,,,,
1950744003070664710,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-275,个,27.84,48.72,,,,,,
1950744003070664711,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-300,个,28.80,50.40,,,,,,
1950744003070664712,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-350,个,31.20,54.60,,,,,,
1950744003070664713,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-400,个,33.60,58.80,,,,,,
1950744003070664714,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-450,个,36.00,63.00,,,,,,
1950744003066470403,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-50,个,18.24,31.92,,,,,,
1950744003070664715,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-500,个,38.40,67.20,,,,,,
1950744003066470404,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL32-75,个,19.68,34.44,,,,,,
1950744003070664719,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-100,个,31.68,55.44,,,,,,
1950744003070664720,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-125,个,33.60,58.80,,,,,,
1950744003070664721,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-150,个,36.00,63.00,,,,,,
1950744003074859010,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-175,个,38.40,67.20,,,,,,
1950744003074859011,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-200,个,40.32,70.56,,,,,,
1950744003074859012,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-225,个,43.20,75.60,,,,,,
1950744003070664716,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-25,个,26.88,47.04,,,,,,
1950744003074859013,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-250,个,45.12,78.96,,,,,,
1950744003074859014,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-275,个,47.52,83.16,,,,,,
1950744003074859015,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-300,个,49.44,86.52,,,,,,
1950744003074859016,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-350,个,52.80,92.40,,,,,,
1950744003074859017,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-400,个,56.64,99.12,,,,,,
1950744003074859018,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-450,个,60.48,105.84,,,,,,
1950744003070664717,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-50,个,28.32,49.56,,,,,,
1950744003074859019,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-500,个,63.84,111.72,,,,,,
1950744003070664718,MAL铝合金迷你气缸（亚德客型）,气动元件 > 气缸,东特,MAL40-75,个,29.76,52.08,,,,,,
1951549675584626692,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-100,,21.00,73.50,,,,,,
1951549675584626693,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-125,,21.50,75.25,,,,,,
1951549675584626694,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-150,,22.50,78.75,,,,,,
1951549675588820993,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-175,,23.50,82.25,,,,,,
1951549675588820994,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-200,,24.50,85.75,,,,,,
1951549675588820995,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-225,,27.00,94.50,,,,,,
1951549675580432386,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-25,,17.50,61.25,,,,,,
1951549675588820996,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-250,,28.50,99.75,,,,,,
1951549675588820997,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-275,,29.50,103.25,,,,,,
1951549675588820998,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-300,,31.50,110.25,,,,,,
1951549675584626690,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-50,,19.00,66.50,,,,,,
1951549675584626691,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA16-75,,20.00,70.00,,,,,,
1951549675588821002,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-100,,21.50,75.25,,,,,,
1951549675588821003,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-125,,23.00,80.50,,,,,,
1951549675588821004,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-150,,27.00,94.50,,,,,,
1951549675588821005,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-175,,29.00,101.50,,,,,,
1951549675588821006,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-200,,31.00,108.50,,,,,,
1951549675588821007,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-225,,33.00,115.50,,,,,,
1951549675588820999,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-25,,17.50,61.25,,,,,,
1951549675588821008,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-250,,35.00,122.50,,,,,,
1951549675593015298,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-275,,37.00,129.50,,,,,,
1951549675593015299,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-300,,40.00,140.00,,,,,,
1951549675588821000,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-50,,19.00,66.50,,,,,,
1951549675588821001,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA20-75,,20.00,70.00,,,,,,
1951554309623652356,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-100,,25.00,87.50,,,,,,
1951554309623652357,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-125,,27.00,94.50,,,,,,
1951554309623652358,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-150,,28.50,99.75,,,,,,
1951554309623652359,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-175,,30.00,105.00,,,,,,
1951554309623652360,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-200,,32.00,112.00,,,,,,
1951554309623652361,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-225,,34.00,119.00,,,,,,
1951554309623652353,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-25,,20.50,71.75,,,,,,
1951554309623652362,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-250,,36.00,126.00,,,,,,
1951554309623652363,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-275,,39.00,136.50,,,,,,
1951554309627846657,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-300,,41.00,143.50,,,,,,
1951554309623652354,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-50,,22.00,77.00,,,,,,
1951554309623652355,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA25-75,,23.50,82.25,,,,,,
1951554961288470533,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-100,,32.00,112.00,,,,,,
1951554961582071809,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-125,,33.50,117.25,,,,,,
1951554961582071810,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-150,,35.00,122.50,,,,,,
1951554961582071811,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-175,,37.50,131.25,,,,,,
1951554962483847169,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-200-SU,,39.00,136.50,,,,,,
1951554963054272513,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-225,,40.00,140.00,,,,,,
1951554961288470530,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-25,,26.50,92.75,,,,,,
1951554963184295938,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-250,,42.50,148.75,,,,,,
1951554963184295939,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-275,,45.00,157.50,,,,,,
1951554963184295940,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-300,,47.50,166.25,,,,,,
1951554961288470531,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-50,,28.50,99.75,,,,,,
1951554961288470532,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA32-75,,30.00,105.00,,,,,,
1951555714090541060,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-100,,50.00,175.00,,,,,,
1951555714094735362,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-125,,52.50,183.75,,,,,,
1951555714094735363,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-150,,55.00,192.50,,,,,,
1951555714094735364,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-175,,57.50,201.25,,,,,,
1951555714094735365,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-200,,60.00,210.00,,,,,,
1951555714094735366,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-225,,62.50,218.75,,,,,,
1951555714090541057,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-25,,42.50,148.75,,,,,,
1951555714094735367,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-250,,65.00,227.50,,,,,,
1951555714094735368,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-275,,67.50,236.25,,,,,,
1951555714094735369,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-300,,70.00,245.00,,,,,,
1951555714090541058,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-50,,45.00,157.50,,,,,,
1951555714090541059,MA系列不锈钢迷你气缸（亚德客型）,气动元件 > 气缸,东特,MA40-75,,47.50,166.25,,,,,,
2082721852072951810,MGPM三轴气缸,气动元件 > 气缸,,MGPM20*20S,,,,,,,,,缺成本价+缺售价
2082721852072951809,MGPM三轴气缸,气动元件 > 气缸,,MGPM25*75,,,,,,,,,缺成本价+缺售价
1962411231373504514,SC气缸,气动元件 > 气缸,CHLED,SC50*50,个,29.28,61.00,,,,,,
1962411008316223491,SC气缸,气动元件 > 气缸,CHTD,SC40*100,个,27.84,58.00,,,,,,
1962410193430065153,SC气缸,气动元件 > 气缸,HJNN,SC40*25,个,23.52,49.00,,,,,,
1962420045334261765,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC100*150,个,82.56,172.00,,,,,,
1962420045334261762,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC100*25,个,65.28,136.00,,,,,,
1962420045334261763,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC100*75,个,72.96,152.00,,,,,,
1962420045334261764,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC125*50,个,122.40,255.00,,,,,,
1962429353501470721,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC125*500,个,211.20,440.00,,,,,,
1962409671486681091,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC32*100,个,24.00,50.00,,,,,,
1962409671486681092,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC32*175,个,26.88,56.00,,,,,,
1962409671486681093,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC32*200,个,27.84,58.00,,,,,,
1962409671486681094,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC32*250,个,30.24,63.00,,,,,,
1962409671486681095,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC32*300,个,32.64,68.00,,,,,,
1962409671486681090,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC32*75,个,22.56,47.00,,,,,,
1962410792296984577,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC40*100,个,27.84,58.00,,,,,,
1962410792296984578,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC40*125,个,29.28,61.00,,,,,,
1962410792296984579,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC40*150,个,30.72,64.00,,,,,,
1962410792296984580,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC40*400,个,45.60,95.00,,,,,,
1962410792296984583,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC50*100,个,32.64,68.00,,,,,,
1962410792296984581,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC50*25,个,27.84,58.00,,,,,,
1962410792296984584,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC50*300,个,46.56,97.00,,,,,,
1962410792301178881,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC50*350,个,49.92,104.00,,,,,,
1962410792296984585,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC50*400,个,53.28,111.00,,,,,,
1962410792296984587,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC50*450,个,57.12,119.00,,,,,,
1962410792296984582,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC50*50,个,29.28,61.00,,,,,,
1962410792296984586,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC50*500,个,60.48,126.00,,,,,,
1962411456066564097,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC63*25,个,34.08,71.00,,,,,,
1962411456070758403,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC63*275,个,,,,,,,,缺成本价+缺售价
1962411456070758404,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC63*400,个,66.24,138.00,,,,,,
1962411456070758402,SC气缸,气动元件 > 气缸,三川气动（SACU）,SC63*50,个,36.48,76.00,,,,,,
1946032091766558721,SC气缸,气动元件 > 气缸,东特,SC100*100,个,75.84,158.00,,,,,,
1946032091774947332,SC气缸,气动元件 > 气缸,东特,SC100*125,个,79.20,165.00,,,,,,
1946032091783335943,SC气缸,气动元件 > 气缸,东特,SC100*150,个,82.56,172.00,,,,,,
1946032091795918851,SC气缸,气动元件 > 气缸,东特,SC100*175,个,85.44,178.00,,,,,,
1946032091804307460,SC气缸,气动元件 > 气缸,东特,SC100*200,个,89.28,186.00,,,,,,
1962429650563051522,SC气缸,气动元件 > 气缸,东特,SC100*200-S,个,99.28,196.00,,,,,,
1945743292163461124,SC气缸,气动元件 > 气缸,东特,SC100*25,个,65.28,136.00,,,,,,
1946032091812696067,SC气缸,气动元件 > 气缸,东特,SC100*250,个,96.00,200.00,,,,,,
1946032091821084675,SC气缸,气动元件 > 气缸,东特,SC100*300,个,103.20,215.00,,,,,,
1946107206084694019,SC气缸,气动元件 > 气缸,东特,SC100*350,个,110.40,230.00,,,,,,
1946844532834340867,SC气缸,气动元件 > 气缸,东特,SC100*400,个,117.60,245.00,,,,,,
1946852640373641219,SC气缸,气动元件 > 气缸,东特,SC100*450,个,124.80,260.00,,,,,,
1945764357795254275,SC气缸,气动元件 > 气缸,东特,SC100*50,个,69.12,144.00,,,,,,
1947109776857010181,SC气缸,气动元件 > 气缸,东特,SC100*500,个,132.00,275.00,,,,,,
1947110742142521362,SC气缸,气动元件 > 气缸,东特,SC100*550,个,139.20,290.00,,,,,,
1947111901645279237,SC气缸,气动元件 > 气缸,东特,SC100*600,个,146.00,305.00,,,,,,
1947113172783632398,SC气缸,气动元件 > 气缸,东特,SC100*650,个,153.60,320.00,,,,,,
1947114482362781698,SC气缸,气动元件 > 气缸,东特,SC100*700,个,158.40,330.00,,,,,,
1946032091749781507,SC气缸,气动元件 > 气缸,东特,SC100*75,个,72.96,152.00,,,,,,
1947125828689104902,SC气缸,气动元件 > 气缸,东特,SC100*750,个,165.60,345.00,,,,,,
1946032091766558722,SC气缸,气动元件 > 气缸,东特,SC125*100,个,130.56,272.00,,,,,,
1946032091779141634,SC气缸,气动元件 > 气缸,东特,SC125*125,个,135.84,283.00,,,,,,
1946032091787530241,SC气缸,气动元件 > 气缸,东特,SC125*150,个,140.64,293.00,,,,,,
1946032091795918852,SC气缸,气动元件 > 气缸,东特,SC125*175,个,146.40,305.00,,,,,,
1946032091804307461,SC气缸,气动元件 > 气缸,东特,SC125*200,个,151.20,315.00,,,,,,
1945743292163461125,SC气缸,气动元件 > 气缸,东特,SC125*25,个,117.60,245.00,,,,,,
1946032091812696068,SC气缸,气动元件 > 气缸,东特,SC125*250,个,160.80,335.00,,,,,,
1946032091821084676,SC气缸,气动元件 > 气缸,东特,SC125*300,个,170.40,355.00,,,,,,
1946107206084694020,SC气缸,气动元件 > 气缸,东特,SC125*350,个,180.00,375.00,,,,,,
1946844532834340868,SC气缸,气动元件 > 气缸,东特,SC125*400,个,189.60,395.00,,,,,,
1946853420237361157,SC气缸,气动元件 > 气缸,东特,SC125*450,个,201.60,420.00,,,,,,
1945764357799448578,SC气缸,气动元件 > 气缸,东特,SC125*50,个,122.40,255.00,,,,,,
1947109776857010182,SC气缸,气动元件 > 气缸,东特,SC125*500,个,211.20,440.00,,,,,,
1947110742146715650,SC气缸,气动元件 > 气缸,东特,SC125*550,个,220.80,460.00,,,,,,
1947111901645279238,SC气缸,气动元件 > 气缸,东特,SC125*600,个,230.40,480.00,,,,,,
1947113172783632399,SC气缸,气动元件 > 气缸,东特,SC125*650,个,240.00,500.00,,,,,,
1947114482362781699,SC气缸,气动元件 > 气缸,东特,SC125*700,个,249.60,520.00,,,,,,
1946032091753975810,SC气缸,气动元件 > 气缸,东特,SC125*75,个,126.24,263.00,,,,,,
1947125828689104903,SC气缸,气动元件 > 气缸,东特,SC125*750,个,259.20,540.00,,,,,,
1946032091766558723,SC气缸,气动元件 > 气缸,东特,SC160*100,个,283.20,590.00,,,,,,
1946032091779141635,SC气缸,气动元件 > 气缸,东特,SC160*125,个,295.20,615.00,,,,,,
1946032091787530242,SC气缸,气动元件 > 气缸,东特,SC160*150,个,302.40,630.00,,,,,,
1946032091795918853,SC气缸,气动元件 > 气缸,东特,SC160*175,个,312.00,650.00,,,,,,
1946032091804307462,SC气缸,气动元件 > 气缸,东特,SC160*200,个,324.00,675.00,,,,,,
1945743292163461126,SC气缸,气动元件 > 气缸,东特,SC160*25,个,259.20,540.00,,,,,,
1946032091812696069,SC气缸,气动元件 > 气缸,东特,SC160*250,个,343.20,715.00,,,,,,
